team,association,variable,Unit,Date,Value
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M3,7
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M4,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M5,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M6,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M7,6
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M8,6
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M9,7
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M10,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M11,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M12,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M1,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M2,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M3,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M4,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M5,8
Portugal,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M6,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M8,7
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M9,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M10,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M11,14
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M12,14
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M2,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M3,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M4,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M5,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M6,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M7,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M9,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M10,14
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M11,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M12,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M2,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M4,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M5,15
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M6,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M7,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M8,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M9,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M10,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M11,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M12,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M1,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M2,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M4,3
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M5,3
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M7,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M8,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M9,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M10,7
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M11,6
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M12,7
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M2,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M4,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M5,10
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M6,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M7,7
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M8,5
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M9,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M10,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M11,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M12,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M2,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M3,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M4,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M5,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M7,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M8,29
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M9,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M10,35
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M11,37
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M12,40
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M1,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M2,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M3,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M4,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M5,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M6,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M7,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M8,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M9,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M10,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M11,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M12,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M1,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M2,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M3,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M4,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M5,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M6,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M7,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M8,25
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M9,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M10,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M11,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M12,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M1,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M2,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M3,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M4,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M5,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M6,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M7,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M8,20
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M9,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M10,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M11,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M12,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M1,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M2,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M3,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M4,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M5,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M7,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M8,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M9,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M10,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M11,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M12,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M1,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M2,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M3,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M4,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M5,25
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M6,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M7,32
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M8,38
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M9,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M10,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M11,29
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M12,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M1,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M2,25
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M3,29
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M4,29
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M5,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M6,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M7,26
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M8,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M9,26
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M10,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M11,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M12,32
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M1,32
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M2,32
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M3,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M4,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M5,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M6,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M7,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M8,29
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M9,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M10,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M11,34
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M12,34
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M1,34
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M2,34
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M3,35
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M4,37
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M5,37
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M7,34
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M8,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M9,39
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M10,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M11,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M12,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M1,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M2,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M3,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M4,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M5,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M6,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M7,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M8,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M9,26
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M10,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M11,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M12,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M1,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M2,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M3,21
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M4,25
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M5,25
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M6,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M7,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M8,10
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M9,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M10,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M11,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M12,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M1,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M2,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M3,8
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M4,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M5,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M6,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M7,6
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M8,6
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M9,6
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M10,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M11,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M12,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M2,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M3,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M4,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M5,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M7,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M8,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M9,25
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M10,10
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M11,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M12,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M1,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M2,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M3,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M4,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M5,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M6,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M7,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M8,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M9,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M10,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M11,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M12,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M1,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M2,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M3,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M4,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M5,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M6,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M7,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M8,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M9,13
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M10,12
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M11,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M12,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M1,9
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M2,10
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M3,10
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M4,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M5,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M6,11
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M7,17
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M8,16
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M9,15
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M10,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M11,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M12,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M1,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M2,22
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M3,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M4,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M5,18
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M6,19
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M7,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M8,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M9,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M10,30
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M11,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M12,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M1,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M2,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M3,33
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M4,32
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M5,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M6,26
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M7,28
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M8,31
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M9,32
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M10,26
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M11,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M12,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M1,24
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M2,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M3,23
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M4,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M5,27
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M6,29
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M7,38
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M8,38
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M9,38
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M10,53
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M11,55
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M12,56
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M1,56
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M2,61
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M3,60
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M4,61
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M5,61
Russia,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M6,63
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M8,13
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M9,14
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M10,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M11,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M12,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M2,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M3,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M4,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M5,9
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M6,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M7,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M9,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M10,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M11,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M12,2
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M2,2
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M4,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M5,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M6,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M7,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M8,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M9,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M10,2
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M11,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M12,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M1,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M2,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M4,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M5,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M7,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M8,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M9,10
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M10,10
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M11,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M12,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M2,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M4,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M5,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M6,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M7,2
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M8,2
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M9,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M10,2
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M11,3
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M12,11
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M2,23
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M3,25
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M4,9
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M5,15
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M7,14
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M8,14
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M9,14
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M10,16
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M11,15
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M12,15
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M1,9
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M2,9
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M3,9
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M4,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M5,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M6,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M7,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M8,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M9,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M10,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M11,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M12,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M1,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M2,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M3,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M4,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M5,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M6,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M7,4
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M8,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M9,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M10,5
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M11,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M12,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M1,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M2,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M3,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M4,7
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M5,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M6,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M7,6
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M8,8
Spain,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M9,6
